gene,log2FC,pvalue,padj,mean_tumor,mean_normal,baseMean,regulation
GENE_07489,0.016848735163084605,0.7491948463910381,0.9906007871464777,5.604445016838818,5.587596281675733,5.596020649257275,NS
GENE_07490,-0.05508537221952636,0.29925929876218127,0.9869593401372023,5.563233202928065,5.618318575147591,5.590775889037828,NS
GENE_07491,-0.01832658855891456,0.7418830164625299,0.9906007871464777,5.558729576280063,5.577056164838978,5.56789287055952,NS
GENE_07492,-0.026900692464704612,0.6079111757766694,0.9906007871464777,5.553448599307329,5.580349291772033,5.5668989455396805,NS
GENE_07493,0.041906109997309926,0.40802157788676313,0.9869593401372023,5.560975209124637,5.519069099127327,5.540022154125982,NS
GENE_07494,-0.041189645471839675,0.46837373271753885,0.9869593401372023,5.569397624997742,5.610587270469582,5.589992447733662,NS
GENE_07495,0.025325000526849273,0.6265568524848742,0.9906007871464777,5.565573816546232,5.540248816019383,5.552911316282808,NS
GENE_07496,-0.05609655681707881,0.2809211495618462,0.9869593401372023,5.575198322095594,5.631294878912673,5.603246600504134,NS
GENE_07497,-0.007283334762059113,0.874783552911087,0.9936895231652877,5.589308737255102,5.596592072017161,5.592950404636132,NS
GENE_07498,0.0541837247025132,0.26991291888774643,0.9869593401372023,5.584568836866593,5.53038511216408,5.557476974515336,NS
GENE_07499,-0.018834821548716185,0.7171631849051905,0.9906007871464777,5.525731393154492,5.544566214703208,5.53514880392885,NS
GENE_07500,0.031106209402704366,0.5361516693415588,0.9906007871464777,5.524543173288403,5.493436963885698,5.5089900685870505,NS
GENE_07501,0.1018544757533375,0.10838482442501403,0.9529183266789675,5.566352284346187,5.464497808592849,5.5154250464695185,NS
GENE_07502,-0.042855676779175234,0.41072992782304196,0.9869593401372023,5.55300904542013,5.595864722199305,5.574436883809717,NS
GENE_07503,-0.007142299072620872,0.8885915649812542,0.994294140420419,5.538404083621356,5.545546382693977,5.541975233157666,NS
GENE_07504,0.014775306850640213,0.7750607612963736,0.991262985535964,5.559503816275091,5.544728509424451,5.552116162849771,NS
GENE_07505,-0.05569875984682682,0.26684210856006035,0.9869593401372023,5.55112850716925,5.606827267016077,5.578977887092663,NS
GENE_07506,0.028668118906635343,0.6054670624869263,0.9906007871464777,5.564971837088087,5.536303718181451,5.550637777634769,NS
GENE_07507,-0.0029781302864169135,0.9480955441286486,0.9986414204186351,5.556809124519768,5.559787254806185,5.558298189662977,NS
GENE_07508,-0.03592689797538107,0.47464067784306985,0.9869593401372023,5.560958616060429,5.59688551403581,5.578922065048119,NS
GENE_07509,-0.05516318925901764,0.23912750316060696,0.9869593401372023,5.541930703506909,5.597093892765927,5.569512298136418,NS
GENE_07510,0.07811161515539755,0.201585596095244,0.979486229786441,5.583678470838496,5.505566855683099,5.544622663260798,NS
GENE_07511,-0.021122517047868605,0.7131220280609611,0.9906007871464777,5.540471124297743,5.5615936413456115,5.551032382821678,NS
GENE_07512,0.11549180846298412,0.02253945494027038,0.7891966015500833,5.575223893818184,5.4597320853552,5.517477989586692,NS
GENE_07513,0.0774221466330598,0.16380608088915816,0.969805762381504,5.549782338546732,5.472360191913673,5.5110712652302025,NS
GENE_07514,-0.0118855978620509,0.8238876669507915,0.9921732246245829,5.5619453879772385,5.573830985839289,5.567888186908264,NS
GENE_07515,-0.05373856118882969,0.3231721618363315,0.9869593401372023,5.538798685559054,5.5925372467478836,5.565667966153469,NS
GENE_07516,0.09785089183817419,0.07758606645668933,0.9241193752399924,5.571086597691529,5.473235705853355,5.522161151772442,NS
GENE_07517,-0.025936927032047308,0.6673320935425986,0.9906007871464777,5.5370335135538795,5.562970440585927,5.550001977069903,NS
GENE_07518,-0.02002319516017348,0.7051592545424755,0.9906007871464777,5.554486884489048,5.5745100796492215,5.564498482069135,NS
GENE_07519,-0.018458315074129317,0.7289376919596288,0.9906007871464777,5.552318607136285,5.570776922210414,5.5615477646733495,NS
GENE_07520,0.026208329521987928,0.6366460945068502,0.9906007871464777,5.54975721535679,5.523548885834802,5.536653050595795,NS
GENE_07521,0.027480014250865104,0.6151614109933892,0.9906007871464777,5.519387035068285,5.49190702081742,5.505647027942853,NS
GENE_07522,0.0334510412572957,0.49523973097117713,0.9903210105806614,5.529878653266729,5.496427612009433,5.513153132638081,NS
GENE_07523,-0.006691035459770234,0.8987158520582748,0.994294140420419,5.537103167188226,5.543794202647996,5.540448684918111,NS
GENE_07524,0.14197003079705173,0.028389702427603428,0.826309795862108,5.564413301876737,5.422443271079685,5.493428286478212,NS
GENE_07525,0.015043449625586014,0.7794318399947197,0.9914417421322881,5.570600993837753,5.555557544212167,5.563079269024961,NS
GENE_07526,-0.014880465451643232,0.7614808115750379,0.991262985535964,5.5892624015201555,5.604142866971799,5.596702634245977,NS
GENE_07527,-0.0690243635942469,0.22044657126146514,0.9869593401372023,5.560229953441114,5.629254317035361,5.594742135238238,NS
GENE_07528,0.04233339428904248,0.3416341432018362,0.9869593401372023,5.554631889806861,5.512298495517818,5.533465192662339,NS
GENE_07529,0.01992041351541829,0.7611804195097577,0.991262985535964,5.549191080722887,5.529270667207468,5.539230873965177,NS
GENE_07530,0.01461286775935644,0.7768955169037063,0.991262985535964,5.566009779547418,5.5513969117880615,5.558703345667739,NS
GENE_07531,-0.046390467539072056,0.42466444112361357,0.9869593401372023,5.57406872707527,5.620459194614342,5.597263960844806,NS
GENE_07532,0.06119828788719328,0.19393299650624707,0.977096629413391,5.583237836204228,5.522039548317035,5.552638692260631,NS
GENE_07533,0.007393366308408034,0.8858501646516097,0.994294140420419,5.549224395842444,5.541831029534036,5.54552771268824,NS
GENE_07534,0.017276785668544292,0.7253282792273656,0.9906007871464777,5.553534503584811,5.536257717916267,5.544896110750539,NS
GENE_07535,0.03406392210836984,0.42439945963090847,0.9869593401372023,5.5612948798087976,5.527230957700428,5.544262918754613,NS
GENE_07536,-0.13889880538575383,0.0006369301197722944,0.0865394184473226,5.541131200014471,5.680030005400225,5.610580602707348,NS
GENE_07537,0.00742040955696055,0.8784429185259249,0.9941041312436393,5.563868484702221,5.55644807514526,5.560158279923741,NS
GENE_07538,0.07378985629223855,0.13409154580333443,0.9627480313277889,5.592188663074271,5.518398806782033,5.555293734928152,NS
GENE_07539,0.02377568916088979,0.6501769855638284,0.9906007871464777,5.562773278921192,5.538997589760302,5.550885434340747,NS
GENE_07540,-0.008973091212316042,0.8655340962219905,0.9929018643764642,5.548640299472142,5.557613390684458,5.5531268450783,NS
GENE_07541,-0.04854639155980767,0.3088869010366939,0.9869593401372023,5.535849556289047,5.584395947848854,5.560122752068951,NS
GENE_07542,-0.017949458837396293,0.7123728893437736,0.9906007871464777,5.523533977702089,5.541483436539485,5.532508707120787,NS
GENE_07543,0.020118251617815552,0.6840401868797199,0.9906007871464777,5.591030586166832,5.570912334549017,5.580971460357924,NS
GENE_07544,0.006899326080732848,0.9096785429265798,0.994294140420419,5.552170579191973,5.54527125311124,5.5487209161516065,NS
GENE_07545,-0.0999227290483784,0.039076118556827605,0.8721583348646612,5.566049650037695,5.665972379086074,5.6160110145618845,NS
GENE_07546,0.022603680509088342,0.6588461969841771,0.9906007871464777,5.545265988658131,5.522662308149043,5.533964148403587,NS
GENE_07547,-0.020651797769924762,0.6864720162761858,0.9906007871464777,5.53567289130875,5.556324689078675,5.545998790193712,NS
GENE_07548,-0.004019747067962598,0.9304374796049962,0.9964658026728513,5.572325844966403,5.576345592034365,5.574335718500384,NS
GENE_07549,0.07210685832172192,0.1733924908246361,0.969805762381504,5.566095039424003,5.4939881811022815,5.530041610263142,NS
GENE_07550,-0.021256684846949092,0.7010007070638269,0.9906007871464777,5.561473676311548,5.5827303611584975,5.572102018735023,NS
GENE_07551,0.009941239339215535,0.8300468122696207,0.9921732246245829,5.55915843926311,5.549217199923895,5.554187819593503,NS
GENE_07552,-0.006785797053898257,0.8911947392812785,0.994294140420419,5.546669126678507,5.553454923732406,5.550062025205456,NS
GENE_07553,-0.0465490471939658,0.39165015022473515,0.9869593401372023,5.5491359163677,5.5956849635616654,5.572410439964683,NS
GENE_07554,0.03849237588794807,0.501661046382074,0.9906007871464777,5.542197820899005,5.5037054450110565,5.5229516329550306,NS
GENE_07555,-0.006271000656231429,0.9095394525138828,0.994294140420419,5.540797964033757,5.547068964689989,5.5439334643618725,NS
GENE_07556,0.027223145876313026,0.5640407167774887,0.9906007871464777,5.533090565933494,5.505867420057181,5.519478992995338,NS
GENE_07557,0.03184510449128464,0.582188605435154,0.9906007871464777,5.567877197781646,5.536032093290362,5.551954645536004,NS
GENE_07558,0.0573568074827131,0.2885800476375816,0.9869593401372023,5.563575295904115,5.506218488421402,5.534896892162758,NS
GENE_07559,-0.006256037785255408,0.8925275020726382,0.994294140420419,5.5430627647769715,5.549318802562227,5.5461907836696,NS
GENE_07560,0.005800715246339294,0.9172818305893445,0.9950966485988755,5.545032049618291,5.5392313343719515,5.542131691995121,NS
GENE_07561,0.024101435762093004,0.6590645463656304,0.9906007871464777,5.553851707629991,5.529750271867898,5.541800989748944,NS
GENE_07562,-0.08648925745345348,0.07725393031807039,0.9241193752399924,5.562386511852599,5.648875769306052,5.605631140579325,NS
GENE_07563,-0.01907887695268151,0.6869396651620001,0.9906007871464777,5.553413246204688,5.572492123157369,5.562952684681028,NS
GENE_07564,-0.07960083259246353,0.10424474438472316,0.9499841956908222,5.576437370638652,5.656038203231115,5.616237786934883,NS
GENE_07565,0.03350803230005717,0.48539912561040044,0.9870230653993868,5.579261402839451,5.545753370539394,5.562507386689423,NS
GENE_07566,-0.04514870893920442,0.30519897231934373,0.9869593401372023,5.5896905699917,5.6348392789309045,5.612264924461302,NS
GENE_07567,0.11374853670997354,0.04065130429559039,0.8721583348646612,5.584646067529836,5.470897530819863,5.527771799174849,NS
GENE_07568,0.04501210424586777,0.3972218216309911,0.9869593401372023,5.572843664194039,5.527831559948171,5.550337612071106,NS
GENE_07569,-0.043601742317648906,0.4355473114676527,0.9869593401372023,5.554254667214511,5.59785640953216,5.5760555383733355,NS
GENE_07570,-0.044257570259436996,0.44846288749451474,0.9869593401372023,5.534140277660471,5.578397847919908,5.556269062790189,NS
GENE_07571,-0.008512132914439974,0.8664161750879408,0.9929018643764642,5.563158872659378,5.571671005573818,5.567414939116598,NS
GENE_07572,-0.014230975023483694,0.7492157945378266,0.9906007871464777,5.546681268203826,5.5609122432273095,5.553796755715568,NS
GENE_07573,-0.00863877524696921,0.8643395135229426,0.9929018643764642,5.579991578155551,5.58863035340252,5.584310965779036,NS
GENE_07574,0.017407253707350634,0.7490649011354639,0.9906007871464777,5.565954640840562,5.548547387133211,5.557251013986886,NS
GENE_07575,0.08097488177423973,0.17352794437408292,0.969805762381504,5.571922278061359,5.490947396287119,5.531434837174238,NS
GENE_07576,0.0019014334560782942,0.9711814196208182,0.9997733431489237,5.535616175166521,5.533714741710443,5.534665458438482,NS
GENE_07577,-0.006056450571212402,0.9114581389140932,0.994294140420419,5.554526475530082,5.5605829261012945,5.557554700815688,NS
GENE_07578,0.07526263279376444,0.11675632608835315,0.9530430252008375,5.561584187830592,5.486321555036827,5.52395287143371,NS
GENE_07579,0.044070082334012106,0.47677288067294943,0.9869593401372023,5.555423459445614,5.511353377111602,5.533388418278609,NS
GENE_07580,-0.013624632070084353,0.8313024013413809,0.9921732246245829,5.541179071941339,5.554803704011423,5.547991387976381,NS
GENE_07581,0.007593205311316353,0.8802266351499383,0.994294140420419,5.5744146090057916,5.566821403694475,5.570618006350133,NS
GENE_07582,0.01757509246437028,0.681945462964789,0.9906007871464777,5.529417800408383,5.511842707944012,5.520630254176197,NS
GENE_07583,-0.01756703756230671,0.7579635232595667,0.991262985535964,5.5367930119479505,5.554360049510257,5.545576530729104,NS
GENE_07584,-0.012326339748112147,0.8087140576902748,0.9921732246245829,5.569369014218253,5.581695353966365,5.575532184092309,NS
GENE_07585,-0.09270730298375618,0.0756418005169868,0.9241193752399924,5.545330924457324,5.63803822744108,5.591684575949202,NS
GENE_07586,0.006576279099433258,0.8986348632315067,0.994294140420419,5.576715365393741,5.570139086294308,5.573427225844025,NS
GENE_07587,0.07549292016290199,0.17517923214570846,0.969805762381504,5.565456974259034,5.489964054096132,5.527710514177583,NS
GENE_07588,-0.05208631194783209,0.32457813720063294,0.9869593401372023,5.546122730831803,5.598209042779635,5.572165886805719,NS
GENE_07589,-0.009790195424780102,0.8326855063408597,0.9921732246245829,5.590069536618145,5.599859732042925,5.594964634330536,NS
GENE_07590,-0.031400480396900576,0.5316144213855429,0.9906007871464777,5.551384848060064,5.582785328456964,5.567085088258514,NS
GENE_07591,0.021566306358380416,0.7025881571952624,0.9906007871464777,5.561446913416482,5.539880607058102,5.550663760237292,NS
GENE_07592,0.013365582588243718,0.7832547653141648,0.9921732246245829,5.5654193932491305,5.552053810660887,5.558736601955008,NS
GENE_07593,0.008124623090489003,0.8623832669163215,0.9929018643764642,5.586381095973936,5.578256472883447,5.582318784428692,NS
GENE_07594,-0.026612712507621872,0.6131290415510487,0.9906007871464777,5.5546747496884405,5.581287462196062,5.567981105942252,NS
GENE_07595,0.042035114286464115,0.3219846945573912,0.9869593401372023,5.536585899491445,5.494550785204981,5.515568342348214,NS
GENE_07596,0.07228923904800766,0.1398712740070065,0.969805762381504,5.555779088516649,5.483489849468642,5.5196344689926455,NS
GENE_07597,-0.055090720058759146,0.3065855753934966,0.9869593401372023,5.547730058700314,5.602820778759074,5.575275418729694,NS
GENE_07598,-0.05707211428448744,0.3145610859641204,0.9869593401372023,5.537013254512639,5.594085368797127,5.565549311654883,NS
GENE_07599,0.09865171134859363,0.05649799341372927,0.9038990800587142,5.560865381987611,5.462213670639017,5.511539526313314,NS
GENE_07600,0.017952054223662195,0.7296708258589668,0.9906007871464777,5.585440297809001,5.567488243585339,5.576464270697169,NS
GENE_07601,-0.10422315165955176,0.06014700340041101,0.9038990800587142,5.531786668970254,5.6360098206298055,5.58389824480003,NS
GENE_07602,0.06782346061944544,0.1294186835421792,0.9604794630325862,5.559799697568579,5.491976236949133,5.525887967258856,NS
GENE_07603,-0.06617393763483204,0.24486407612338262,0.9869593401372023,5.525402775963382,5.591576713598214,5.558489744780799,NS
GENE_07604,0.0012137207021982732,0.9812920958231557,0.9997733431489237,5.569668285289264,5.568454564587066,5.569061424938165,NS
GENE_07605,0.010364996944307592,0.8215427754769322,0.9921732246245829,5.584664894692345,5.574299897748038,5.579482396220191,NS
GENE_07606,-0.1134247788563183,0.04268997237937151,0.8747945159707277,5.539425609577795,5.652850388434113,5.596137999005954,NS
GENE_07607,-0.04814615510593434,0.3790881015583097,0.9869593401372023,5.519692924266709,5.567839079372644,5.543766001819677,NS
GENE_07608,0.06705489541794663,0.16269263378178167,0.969805762381504,5.584084139948835,5.517029244530888,5.550556692239861,NS
GENE_07609,-0.0937529340154164,0.051915037532813985,0.8975385806403693,5.554938556464381,5.648691490479798,5.601815023472089,NS
GENE_07610,-0.07247122405361939,0.1966824799753515,0.9778765801741449,5.520121950815912,5.592593174869531,5.556357562842722,NS
GENE_07611,0.004266038829721097,0.9370073445141156,0.9964693984806059,5.569724409179113,5.565458370349392,5.567591389764252,NS
GENE_07612,-0.04569042904213472,0.3985960283066699,0.9869593401372023,5.551107955178283,5.596798384220418,5.573953169699351,NS
GENE_07613,0.0066931928444109445,0.8926068808938022,0.994294140420419,5.550716370318285,5.544023177473874,5.547369773896079,NS
GENE_07614,-0.00352822649274831,0.9449336379720038,0.9981323621426323,5.55853879338622,5.562067019878969,5.560302906632595,NS
GENE_07615,-0.027185728954409072,0.6143493305244797,0.9906007871464777,5.554778568531821,5.5819642974862305,5.568371433009026,NS
GENE_07616,-0.008803143254243473,0.8614884093102236,0.9929018643764642,5.560686149226784,5.569489292481028,5.5650877208539065,NS
GENE_07617,-0.12027566250200739,0.03191587885790365,0.8474485144738273,5.526017406462695,5.646293068964702,5.586155237713699,NS
GENE_07618,0.0028513862173111804,0.9468476423671472,0.9986414204186351,5.557823211376299,5.5549718251589875,5.556397518267643,NS
GENE_07619,-0.04440210962530955,0.3183037058591503,0.9869593401372023,5.541727547814066,5.5861296574393755,5.563928602626721,NS
GENE_07620,0.042392782633935866,0.3691815582728251,0.9869593401372023,5.541512755749222,5.499119973115286,5.520316364432254,NS
GENE_07621,-0.06831101991827193,0.1395287508435084,0.969805762381504,5.52086785882519,5.5891788787434615,5.555023368784326,NS
GENE_07622,-0.026851552596306227,0.5475124042062329,0.9906007871464777,5.529754559857735,5.556606112454041,5.5431803361558885,NS
GENE_07623,0.009356087685758574,0.8362391832089641,0.9921732246245829,5.558420336377256,5.549064248691497,5.553742292534377,NS
GENE_07624,0.04161954847705385,0.40571381259900385,0.9869593401372023,5.553371365239996,5.511751816762942,5.532561591001469,NS
GENE_07625,-0.005612705296999643,0.9159992208843891,0.9945208057590932,5.549467549544497,5.555080254841497,5.552273902192997,NS
GENE_07626,0.02867809393296472,0.5647726909892985,0.9906007871464777,5.576040567335048,5.547362473402083,5.561701520368565,NS
GENE_07627,0.021140793481948528,0.5942393807928772,0.9906007871464777,5.560989998207727,5.539849204725779,5.5504196014667535,NS
GENE_07628,-0.017585595101925477,0.7458997304158093,0.9906007871464777,5.5456444781766825,5.563230073278608,5.554437275727645,NS
GENE_07629,-0.038714852283662005,0.43311924542507696,0.9869593401372023,5.565289998732116,5.604004851015778,5.584647424873946,NS
GENE_07630,0.02286518888037392,0.6014066297510537,0.9906007871464777,5.567705224393417,5.544840035513043,5.55627262995323,NS
GENE_07631,-0.04384278404830155,0.3458342471934688,0.9869593401372023,5.549586331070314,5.5934291151186155,5.571507723094465,NS
GENE_07632,0.0328279180199349,0.5016441884488868,0.9906007871464777,5.564303117765273,5.531475199745338,5.547889158755305,NS
GENE_07633,-0.04333645457357882,0.4024109721675664,0.9869593401372023,5.548000962354487,5.591337416928066,5.569669189641276,NS
GENE_07634,-0.013386445435155103,0.767243324784361,0.991262985535964,5.57122965910987,5.584616104545025,5.5779228818274476,NS
GENE_07635,-0.052225262063602784,0.29834884457330907,0.9869593401372023,5.55311393002196,5.605339192085562,5.579226561053761,NS
GENE_07636,-0.053346230478958034,0.27655913228072876,0.9869593401372023,5.559077748405875,5.612423978884833,5.585750863645354,NS
GENE_07637,-0.003430431325591954,0.953092492910862,0.9991325194050464,5.599495711642476,5.602926142968068,5.601210927305272,NS
GENE_07638,-0.08925147058151772,0.07577285640632216,0.9241193752399924,5.5581665846090225,5.64741805519054,5.602792319899781,NS
GENE_07639,-0.04087331542392647,0.4126193463524907,0.9869593401372023,5.537383775083829,5.578257090507756,5.5578204327957925,NS
GENE_07640,0.0022108086050662834,0.9633999029872455,0.9997733431489237,5.577626406752398,5.575415598147332,5.576521002449866,NS
GENE_07641,-0.013890092150952604,0.7797210779025789,0.9917087376660803,5.550595887361008,5.564485979511961,5.557540933436485,NS
GENE_07642,-0.14447024677025322,0.00570149951204141,0.44266300559327715,5.539301548026327,5.68377179479658,5.611536671411454,NS
GENE_07643,-0.06384974063552562,0.18219136307624123,0.9728287221072256,5.532823625199358,5.596673365834883,5.5647484955171205,NS
GENE_07644,-0.06657456275247764,0.18515268653610015,0.9740430149957273,5.593160045608371,5.659734608360849,5.626447326984611,NS
GENE_07645,0.03840633382915737,0.5069420757942863,0.9906007871464777,5.5539849633545675,5.51557862952541,5.534781796439988,NS
GENE_07646,-0.036949343191178485,0.47229662824778434,0.9869593401372023,5.544415462265495,5.581364805456674,5.562890133861084,NS
GENE_07647,0.10070804977172809,0.05434117021972868,0.9014102642693845,5.563418203000248,5.46271015322852,5.513064178114384,NS
GENE_07648,0.05430119876075512,0.307662941036947,0.9869593401372023,5.555639641007351,5.501338442246596,5.528489041626974,NS
GENE_07649,-0.023896964172526403,0.6134148436775735,0.9906007871464777,5.560547978161364,5.58444494233389,5.572496460247628,NS
GENE_07650,0.046224284981614794,0.34079419929146426,0.9869593401372023,5.578792899273837,5.532568614292222,5.55568075678303,NS
GENE_07651,-0.025147898427996473,0.6757538657987573,0.9906007871464777,5.5476096272552695,5.572757525683266,5.560183576469267,NS
GENE_07652,-0.047399674704646344,0.2847255109156534,0.9869593401372023,5.592277559057528,5.639677233762175,5.615977396409852,NS
GENE_07653,0.018866280478522235,0.7332936247786606,0.9906007871464777,5.537118267183436,5.518251986704914,5.527685126944174,NS
GENE_07654,0.005633725180099525,0.9059073053053485,0.994294140420419,5.559025477764784,5.553391752584685,5.556208615174734,NS
GENE_07655,-0.012691750195790164,0.8191332574345873,0.9921732246245829,5.568534938146653,5.5812266883424435,5.574880813244548,NS
GENE_07656,-0.10058549599447009,0.03585301026544637,0.8721583348646612,5.524026091545401,5.624611587539871,5.574318839542636,NS
GENE_07657,-0.04339637875091196,0.4055961229074581,0.9869593401372023,5.531953022988183,5.5753494017390945,5.553651212363638,NS
GENE_07658,0.002786176874143287,0.954661465218313,0.9991581759476448,5.588200564789523,5.58541438791538,5.586807476352451,NS
GENE_07659,0.011020345591078673,0.8367665173496445,0.9921732246245829,5.563453022966662,5.552432677375584,5.557942850171123,NS
GENE_07660,0.0581540589592171,0.24646646521050775,0.9869593401372023,5.547956567307892,5.489802508348675,5.518879537828283,NS
GENE_07661,0.03131580098210307,0.5256874829516953,0.9906007871464777,5.572565521203063,5.54124972022096,5.556907620712011,NS
GENE_07662,0.10489581186233021,0.06189157329084143,0.9038990800587142,5.574892366014946,5.469996554152615,5.522444460083781,NS
GENE_07663,-0.00794196657093238,0.8644908336346041,0.9929018643764642,5.561820000893286,5.569761967464219,5.5657909841787525,NS
GENE_07664,0.03897802611846757,0.4357189810525382,0.9869593401372023,5.58761966741181,5.548641641293343,5.568130654352577,NS
GENE_07665,-0.006613466947321456,0.8989018452160938,0.994294140420419,5.548545437912261,5.555158904859582,5.551852171385922,NS
GENE_07666,-0.056078927658245625,0.3201118462386289,0.9869593401372023,5.5517079887389125,5.607786916397158,5.579747452568036,NS
GENE_07667,-0.038237667752038185,0.4525356274501854,0.9869593401372023,5.583051916001008,5.621289583753046,5.602170749877027,NS
GENE_07668,-0.0769588295910788,0.15717842481540045,0.969805762381504,5.552655108013915,5.629613937604994,5.591134522809455,NS
GENE_07669,-0.08660549304334086,0.12641661425370515,0.9604794630325862,5.558605515135352,5.645211008178693,5.601908261657023,NS
GENE_07670,0.017012288052588254,0.714380636662217,0.9906007871464777,5.546855447844562,5.529843159791974,5.5383493038182685,NS
GENE_07671,0.11187247379665077,0.07373612842722112,0.9171606713867437,5.547674028172345,5.435801554375694,5.491737791274019,NS
GENE_07672,-0.07035309531482348,0.22545636659686608,0.9869593401372023,5.573179190861472,5.6435322861762955,5.608355738518884,NS
GENE_07673,-0.016006778812617917,0.7431320411062742,0.9906007871464777,5.521075602236362,5.53708238104898,5.52907899164267,NS
GENE_07674,-0.05960103638486203,0.24481079940990674,0.9869593401372023,5.551403888393433,5.611004924778295,5.581204406585864,NS
GENE_07675,0.05402780681345298,0.3230071720339161,0.9869593401372023,5.58921579376764,5.535187986954187,5.562201890360914,NS
GENE_07676,-0.01710383670243143,0.7484310738125958,0.9906007871464777,5.526909496672959,5.54401333337539,5.535461415024175,NS
GENE_07677,0.04352366683141362,0.44359710429515203,0.9869593401372023,5.572736426592576,5.529212759761163,5.5509745931768695,NS
GENE_07678,0.10617241871361394,0.06592037541726681,0.9088039894262951,5.571326412151472,5.465153993437858,5.518240202794665,NS
GENE_07679,-0.06898008351026341,0.20932636608850655,0.9833950522906464,5.574995525867785,5.643975609378049,5.609485567622917,NS
GENE_07680,-0.01668998234781416,0.7319935643169267,0.9906007871464777,5.550296577688339,5.566986560036153,5.558641568862246,NS
GENE_07681,0.024114058142902906,0.6626703949033972,0.9906007871464777,5.567369313096172,5.543255254953269,5.555312284024721,NS
GENE_07682,-0.02047081315823185,0.6330698161680632,0.9906007871464777,5.548436687471581,5.5689075006298125,5.558672094050697,NS
GENE_07683,0.06666850832209548,0.2420895514038851,0.9869593401372023,5.570049481306682,5.503380972984586,5.536715227145634,NS
GENE_07684,0.05330730281220397,0.3064637099419216,0.9869593401372023,5.573970793984649,5.520663491172445,5.547317142578547,NS
GENE_07685,0.028333095115056217,0.5623620454879465,0.9906007871464777,5.553822870933516,5.52548977581846,5.539656323375988,NS
GENE_07686,-0.017889429370496757,0.7576280756111504,0.991262985535964,5.554048251669886,5.5719376810403825,5.562992966355134,NS
GENE_07687,0.04723691089041804,0.32643336167387527,0.9869593401372023,5.554511381427457,5.507274470537039,5.530892925982249,NS
GENE_07688,0.10633049541365214,0.052306207808541554,0.8975385806403693,5.556415680835116,5.450085185421464,5.50325043312829,NS
GENE_07689,-0.08478518818167746,0.10403795570925493,0.9499448110779303,5.56990314930503,5.654688337486707,5.612295743395869,NS
GENE_07690,-0.055391714679834614,0.2882391940750923,0.9869593401372023,5.548237976175506,5.603629690855341,5.575933833515423,NS
GENE_07691,0.0011964733886644652,0.9825827996140614,0.9997733431489237,5.555267656805595,5.554071183416931,5.554669420111264,NS
GENE_07692,-0.028441565310528993,0.5769684870961973,0.9906007871464777,5.528881072807263,5.557322638117792,5.5431018554625275,NS
GENE_07693,-0.028847619275239822,0.613133379523147,0.9906007871464777,5.561629269087128,5.5904768883623674,5.5760530787247475,NS
GENE_07694,-0.043070439386732495,0.4769323194675668,0.9869593401372023,5.575651992187535,5.618722431574268,5.597187211880902,NS
GENE_07695,-0.007359036702234256,0.8777221537630094,0.9940152686109368,5.563180714483555,5.570539751185789,5.566860232834673,NS
GENE_07696,0.08113266604084846,0.12073919675718175,0.9569416152358452,5.561538784996562,5.480406118955713,5.520972451976137,NS
GENE_07697,-0.06736051898336637,0.16807857148252117,0.969805762381504,5.532068082157397,5.5994286011407635,5.56574834164908,NS
GENE_07698,-0.028817379662066323,0.6114574320030005,0.9906007871464777,5.579074981003141,5.607892360665208,5.593483670834175,NS
GENE_07699,-0.022488027190469495,0.6568828609434824,0.9906007871464777,5.559378907549104,5.5818669347395735,5.570622921144339,NS
GENE_07700,0.027241536827212975,0.6446017362775781,0.9906007871464777,5.560675279639873,5.53343374281266,5.547054511226266,NS
GENE_07701,-0.07155456608243682,0.15471436014746898,0.969805762381504,5.568055532867263,5.6396100989497,5.603832815908482,NS
GENE_07702,0.03223419739139732,0.527380581105921,0.9906007871464777,5.5651604339785,5.532926236587103,5.549043335282802,NS
GENE_07703,-0.060596778001250406,0.2784439523626253,0.9869593401372023,5.562881167205927,5.623477945207178,5.593179556206552,NS
GENE_07704,-0.0046706043253506024,0.933187105615247,0.9964658026728513,5.542910797850124,5.547581402175474,5.545246100012799,NS
GENE_07705,-0.090078543835733,0.08676581393433455,0.9455213496269633,5.571627760516034,5.661706304351767,5.6166670324339005,NS
GENE_07706,-0.04733070318738619,0.3734914207501678,0.9869593401372023,5.5723370727382875,5.619667775925674,5.596002424331981,NS
GENE_07707,-0.12368346558531496,0.013502465204104027,0.7143171444111948,5.559390201398485,5.6830736669838,5.621231934191142,NS
GENE_07708,0.10394352689798048,0.04878801633084132,0.8975385806403693,5.550112994349039,5.446169467451059,5.498141230900049,NS
GENE_07709,0.01697863381090592,0.732314020006892,0.9906007871464777,5.552908037262496,5.53592940345159,5.544418720357043,NS
GENE_07710,0.01961631469248104,0.709747413264199,0.9906007871464777,5.542658117436223,5.523041802743742,5.532849960089982,NS
GENE_07711,0.06856087512432474,0.17133296573017986,0.969805762381504,5.585363991371187,5.516803116246862,5.551083553809025,NS
GENE_07712,0.0578676952068955,0.2710418973147369,0.9869593401372023,5.563588608632305,5.505720913425409,5.5346547610288575,NS
GENE_07713,-0.01647919212295701,0.7618215207855439,0.991262985535964,5.568675297288104,5.585154489411061,5.576914893349583,NS
GENE_07714,-0.042741396565761924,0.3655785423775285,0.9869593401372023,5.534237527728504,5.576978924294266,5.555608226011385,NS
